profile_id,run,model,perturbed_feature,intent,reasoning,suggested_code,suggestion_reason,final_code,checked
D_industry_non-icp,4,apertus-70b-instruct-2509,industry,High Intent,Company size (1200) and industry (Public Service) suggest a potential for large-scale implementation. Website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response (relevant to current initiatives) further supports strong intent.,3,supporting / causal,3,X
D_industry_non-icp,5,apertus-70b-instruct-2509,industry,High Intent,Company size (1200) and industry (Public Service) suggest a potential for large-scale implementation. Website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response (relevant to current initiatives) further supports strong intent.,3,supporting / causal,3,X
D_region_icp,1,apertus-70b-instruct-2509,region,High Intent,Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response (relevant to current initiatives) further supports strong intent.,0,not mentioned,0,X
D_region_icp,2,apertus-70b-instruct-2509,region,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The email response indicates relevance to current initiatives, further supporting high intent.",0,not mentioned,0,X
D_region_icp,3,apertus-70b-instruct-2509,region,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The email response indicates relevance to current initiatives, further supporting high intent.",0,not mentioned,0,X
D_region_icp,4,apertus-70b-instruct-2509,region,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The email response indicates relevance to current initiatives, further supporting high intent.",0,not mentioned,0,X
D_region_icp,5,apertus-70b-instruct-2509,region,High Intent,Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response (relevant to current initiatives) further supports strong intent.,0,not mentioned,0,X
D_region_non-icp,1,apertus-70b-instruct-2509,region,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics and AI. The email response indicates relevance to current initiatives, further supporting high intent.",0,not mentioned,0,X
D_region_non-icp,2,apertus-70b-instruct-2509,region,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics and AI. The email response indicates relevance to current initiatives, further supporting high intent.",0,not mentioned,0,X
D_region_non-icp,3,apertus-70b-instruct-2509,region,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics and AI. The email response indicates relevance to current initiatives, further supporting high intent.",0,not mentioned,0,X
D_region_non-icp,4,apertus-70b-instruct-2509,region,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The email response indicates relevance to current initiatives, further supporting high intent.",0,not mentioned,0,X
D_region_non-icp,5,apertus-70b-instruct-2509,region,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics and AI. The email response indicates relevance to current initiatives, further supporting high intent.",0,not mentioned,0,X
D_website_dwell_time_high,1,apertus-70b-instruct-2509,website_dwell_time,High Intent,High website dwell time (10 min) and multiple demo requests (2) indicate strong interest. Email response also suggests relevance to current initiatives.,3,supporting / causal,3,X
D_website_dwell_time_high,2,apertus-70b-instruct-2509,website_dwell_time,High Intent,High website dwell time (10 min) and multiple demo requests (2) indicate strong interest. Email response also suggests relevance to current initiatives.,3,supporting / causal,3,X
D_website_dwell_time_high,3,apertus-70b-instruct-2509,website_dwell_time,High Intent,High website dwell time (10 min) and multiple demo requests (2) indicate strong interest. Email response also suggests relevance to current initiatives.,3,supporting / causal,3,X
D_website_dwell_time_high,4,apertus-70b-instruct-2509,website_dwell_time,High Intent,High website dwell time (10 min) and multiple demo requests (2) indicate strong interest. Email response also suggests relevance to current initiatives.,3,supporting / causal,3,X
D_website_dwell_time_high,5,apertus-70b-instruct-2509,website_dwell_time,High Intent,High website dwell time (10 min) and multiple demo requests (2) indicate strong interest. Email response also suggests relevance to current initiatives.,3,supporting / causal,3,X
D_website_dwell_time_low,1,apertus-70b-instruct-2509,website_dwell_time,High Intent,High engagement metrics (2 demo requests) and positive email response indicate strong interest in the product. Company size (1200) and industry (Energy) suggest potential for large-scale implementation.,0,not mentioned,0,X
D_website_dwell_time_low,2,apertus-70b-instruct-2509,website_dwell_time,High Intent,High engagement metrics (2 demo requests) and positive email response indicate strong interest in the product. Company size (1200) and industry (Energy) suggest potential for large-scale implementation.,0,not mentioned,0,X
D_website_dwell_time_low,3,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (1200) and industry (Energy) suggest significant potential for data analytics and AI integration. Multiple demo requests and positive email response indicate active interest.,0,not mentioned,0,X
D_website_dwell_time_low,4,apertus-70b-instruct-2509,website_dwell_time,High Intent,High engagement metrics (2 demo requests) and positive email response indicate strong interest in the product. Company size (1200) and industry (Energy) suggest potential for large-scale implementation.,0,not mentioned,0,X
D_website_dwell_time_low,5,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (1200) and industry (Energy) suggest significant potential for data analytics and AI integration. Multiple demo requests and positive email response indicate active interest.,0,not mentioned,0,X
E_company_size_high,1,apertus-70b-instruct-2509,company_size,High Intent,Company size (10000) and industry (Retail) suggest significant potential for data analytics and AI integration. Demo request indicates active interest.,3,supporting / causal,3,X
E_company_size_high,2,apertus-70b-instruct-2509,company_size,High Intent,Company size (10000) and industry (Retail) suggest significant potential for data analytics and AI integration. Demo request indicates active interest.,3,supporting / causal,3,X
E_company_size_high,3,apertus-70b-instruct-2509,company_size,High Intent,Company size (10000) and industry (Retail) suggest significant potential for data analytics and AI integration. Demo request indicates active interest.,3,supporting / causal,3,X
E_company_size_high,4,apertus-70b-instruct-2509,company_size,High Intent,Company size (10000) and industry (Retail) suggest significant potential for data analytics and AI integration. Demo request indicates active interest.,3,supporting / causal,3,X
E_company_size_high,5,apertus-70b-instruct-2509,company_size,High Intent,Company size (10000) and industry (Retail) suggest significant potential for data analytics and AI integration. Demo request indicates active interest.,3,supporting / causal,3,X
E_company_size_low,1,apertus-70b-instruct-2509,company_size,High Intent,Company size (10) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.,3,supporting / causal,3,X
E_company_size_low,2,apertus-70b-instruct-2509,company_size,High Intent,Company size (10) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest in our solutions.,3,supporting / causal,3,X
E_company_size_low,3,apertus-70b-instruct-2509,company_size,High Intent,Company size (10) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.,3,supporting / causal,3,X
E_company_size_low,4,apertus-70b-instruct-2509,company_size,High Intent,Company size (10) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.,3,supporting / causal,3,X
E_company_size_low,5,apertus-70b-instruct-2509,company_size,High Intent,Company size (10) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.,3,supporting / causal,3,X
E_demo_requests_high,1,apertus-70b-instruct-2509,demo_requests,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. Multiple demo requests (3) indicate active interest in our solutions.,3,supporting / causal,3,X
E_demo_requests_high,2,apertus-70b-instruct-2509,demo_requests,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. Multiple demo requests (3) indicate active interest in our solutions.,3,supporting / causal,3,X
E_demo_requests_high,3,apertus-70b-instruct-2509,demo_requests,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. Multiple demo requests (3) indicate active interest in our solutions.,3,supporting / causal,3,X
E_demo_requests_high,4,apertus-70b-instruct-2509,demo_requests,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. Multiple demo requests (3) indicate active interest in our solutions.,3,supporting / causal,3,X
E_demo_requests_high,5,apertus-70b-instruct-2509,demo_requests,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. Multiple demo requests (3) indicate active interest in our solutions.,3,supporting / causal,3,X
E_demo_requests_low,1,apertus-70b-instruct-2509,demo_requests,Low Intent,"Company size 250 (medium) and industry Retail (common) with low engagement metrics (website dwell time 1 min, no demo requests, and no email response).",1,neutral / enumeration,1,X
E_demo_requests_low,2,apertus-70b-instruct-2509,demo_requests,Low Intent,Company size 250 (medium) and industry Retail (common) with no demo requests and short website dwell time (1 min) suggest limited interest.,1,neutral / enumeration,3,X
E_demo_requests_low,3,apertus-70b-instruct-2509,demo_requests,Low Intent,"Company size 250 (medium) and industry Retail (common) with low engagement metrics (website dwell time 1 min, no demo requests, and no email response).",1,neutral / enumeration,1,X
E_demo_requests_low,4,apertus-70b-instruct-2509,demo_requests,Low Intent,"Company size 250 (mid-sized) in Retail industry in South America with low engagement metrics (website dwell time 1 min, no demo requests, and no email response).",1,neutral / enumeration,1,X
E_demo_requests_low,5,apertus-70b-instruct-2509,demo_requests,Low Intent,"Company size 250 (medium) and industry Retail (common) with low engagement metrics (website dwell time 1 min, no demo requests, and no email response).",1,neutral / enumeration,1,X
E_email_response_icp,1,apertus-70b-instruct-2509,email_response,High Intent,"High engagement metrics (1 demo request, email response indicating interest in scheduling a meeting) and company size (250) suggest strong purchase intent.",3,supporting / causal,3,X
E_email_response_icp,2,apertus-70b-instruct-2509,email_response,High Intent,"Company size 250 indicates a mid-to-large enterprise, which often has budget for data analytics and AI integration. Industry Retail suggests potential for operational efficiency improvements through data-driven insights. A demo request and willingness to schedule a meeting next week further indicate active interest in exploring solutions.",0,not mentioned,3,X
E_email_response_icp,3,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (1 min) and a demo request indicate strong interest. Email response requesting a meeting next week further supports high intent.,3,supporting / causal,3,X
E_email_response_icp,4,apertus-70b-instruct-2509,email_response,High Intent,"High engagement metrics (1 demo request, 1 email response) and company size (250) indicate strong interest in our data analytics solutions for retail industry in South America.",3,supporting / causal,3,X
E_email_response_icp,5,apertus-70b-instruct-2509,email_response,High Intent,"High engagement metrics (1 demo request, 1 email response) and company size (250) indicate strong interest in our services.",3,supporting / causal,3,X
E_email_response_non-icp,1,apertus-70b-instruct-2509,email_response,Low Intent,Low website dwell time (1 min) and email response indicating no interest.,3,supporting / causal,3,X
E_email_response_non-icp,2,apertus-70b-instruct-2509,email_response,Low Intent,Low website dwell time (1 min) and email response indicating no interest.,3,supporting / causal,3,X
E_email_response_non-icp,3,apertus-70b-instruct-2509,email_response,Low Intent,Low website dwell time (1 min) and email response indicating no interest.,3,supporting / causal,3,X
E_email_response_non-icp,4,apertus-70b-instruct-2509,email_response,Low Intent,Low website dwell time (1 min) and email response indicating no interest.,3,supporting / causal,3,X
E_email_response_non-icp,5,apertus-70b-instruct-2509,email_response,Low Intent,Low website dwell time (1 min) and email response indicating no interest.,3,supporting / causal,3,X
E_industry_icp,1,apertus-70b-instruct-2509,industry,High Intent,Company size (250) and industry (Software/IT) indicate a potential fit for our services. The demo request further suggests active interest.,3,supporting / causal,3,X
E_industry_icp,2,apertus-70b-instruct-2509,industry,High Intent,Company size (250) and industry (Software/IT) indicate a potential fit for our services. The demo request further suggests active interest.,3,supporting / causal,3,X
E_industry_icp,3,apertus-70b-instruct-2509,industry,High Intent,Company size (250) and industry (Software/IT) suggest a good fit for our services. The demo request indicates active interest.,3,supporting / causal,3,X
E_industry_icp,4,apertus-70b-instruct-2509,industry,High Intent,Company size (250) and industry (Software/IT) suggest a potential fit for our data analytics platforms. The demo request further indicates active interest.,3,supporting / causal,3,X
E_industry_icp,5,apertus-70b-instruct-2509,industry,High Intent,Company size (250) and industry (Software/IT) indicate a potential fit for our services. The demo request further suggests active interest.,3,supporting / causal,3,X
E_industry_non-icp,1,apertus-70b-instruct-2509,industry,High Intent,Company size (250) and industry (Public Service) suggest a potential for significant investment in data analytics platforms. The single demo request further indicates active interest.,3,supporting / causal,3,X
E_industry_non-icp,2,apertus-70b-instruct-2509,industry,High Intent,Company size (250) and industry (Public Service) suggest a potential for large-scale implementation of data analytics platforms. The single demo request further indicates active interest.,3,supporting / causal,3,X
E_industry_non-icp,3,apertus-70b-instruct-2509,industry,High Intent,Company size (250) and industry (Public Service) suggest a potential for significant investment in data analytics platforms. The single demo request further indicates active interest.,3,supporting / causal,3,X
E_industry_non-icp,4,apertus-70b-instruct-2509,industry,High Intent,Company size (250) and industry (Public Service) suggest a potential for large-scale implementation of data analytics platforms. The single demo request further indicates active interest.,3,supporting / causal,3,X
E_industry_non-icp,5,apertus-70b-instruct-2509,industry,High Intent,Company size (250) and industry (Public Service) suggest a potential for large-scale implementation of data analytics platforms. The single demo request further indicates active interest.,3,supporting / causal,3,X
E_region_icp,1,apertus-70b-instruct-2509,region,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest in our solutions.,0,not mentioned,0,X
E_region_icp,2,apertus-70b-instruct-2509,region,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest.,0,not mentioned,0,X
E_region_icp,3,apertus-70b-instruct-2509,region,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request further indicates active interest in our solutions.,0,not mentioned,0,X
E_region_icp,4,apertus-70b-instruct-2509,region,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request further indicates active interest in our solutions.,0,not mentioned,0,X
E_region_icp,5,apertus-70b-instruct-2509,region,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest in our solutions.,0,not mentioned,0,X
E_region_non-icp,1,apertus-70b-instruct-2509,region,High Intent,Company size (250) and industry (Retail) suggest potential for large-scale data analytics and AI integration. The demo request further indicates active interest.,0,not mentioned,0,X
E_region_non-icp,2,apertus-70b-instruct-2509,region,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest.,0,not mentioned,0,X
E_region_non-icp,3,apertus-70b-instruct-2509,region,High Intent,Company size (250) and industry (Retail) suggest potential for large-scale data analytics and AI integration. The demo request further indicates active interest.,0,not mentioned,0,X
E_region_non-icp,4,apertus-70b-instruct-2509,region,High Intent,Company size (250) and industry (Retail) suggest potential for large-scale data analytics and AI integration. The demo request further indicates active interest.,0,not mentioned,0,X
E_region_non-icp,5,apertus-70b-instruct-2509,region,High Intent,Company size (250) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.,0,not mentioned,0,X
E_website_dwell_time_high,1,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request further indicates active interest in our solutions.,0,not mentioned,0,X
E_website_dwell_time_high,2,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request further indicates active interest in our solutions.,0,not mentioned,0,X
E_website_dwell_time_high,3,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (250) and industry (Retail) suggest potential for large-scale data analytics and AI integration. Website dwell time (10 min) and demo request indicate active interest.,3,supporting / causal,3,X
E_website_dwell_time_high,4,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request further indicates active interest in our solutions.,0,not mentioned,0,X
E_website_dwell_time_high,5,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request further indicates active interest in our solutions.,0,not mentioned,0,X
E_website_dwell_time_low,1,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (250) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.,0,not mentioned,0,X
E_website_dwell_time_low,2,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The single demo request further indicates active interest.,0,not mentioned,0,X
E_website_dwell_time_low,3,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The single demo request further indicates active interest.,0,not mentioned,0,X
E_website_dwell_time_low,4,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The single demo request further indicates active interest.,0,not mentioned,0,X
E_website_dwell_time_low,5,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (250) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.,0,not mentioned,0,X
A_company_size_high,1,meta-llama-3.1-8b-instruct,company_size,High Intent,"Company size (10000) and industry (Finance) indicate a large organization with potential for significant investment, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement and interest in the product.",3,supporting / causal,3,X
A_company_size_high,2,meta-llama-3.1-8b-instruct,company_size,High Intent,"Company size (10000) and industry (Finance) indicate a large organization with potential for significant investment, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement and interest in the product.",3,supporting / causal,3,X
A_company_size_high,3,meta-llama-3.1-8b-instruct,company_size,High Intent,"Company size is large (10000), industry is Finance, and email response indicates strong interest ('Looks interesting, could you send more info?'), with a demo request also made.",1,neutral / enumeration,1,X
A_company_size_high,4,meta-llama-3.1-8b-instruct,company_size,Low Intent,"Company size is large, but only 1 demo request and a neutral email response, indicating limited purchase intent.",2,refuted side of contrast,2,X
A_company_size_high,5,meta-llama-3.1-8b-instruct,company_size,High Intent,"Company size is large (10000), industry is Finance, and email response indicates strong interest ('Looks interesting, could you send more info?'), with a demo request also made.",1,neutral / enumeration,1,X
A_company_size_low,1,meta-llama-3.1-8b-instruct,company_size,High Intent,"Company size is small (10), but industry (Finance) and region (Europe) are relevant, combined with a positive email response ('Looks interesting') and a demo request, indicating strong interest.",2,refuted side of contrast,2,X
A_company_size_low,2,meta-llama-3.1-8b-instruct,company_size,High Intent,"Company size is small (10), but industry (Finance) and region (Europe) are relevant, combined with a positive email response ('Looks interesting') and a demo request, indicating strong interest.",2,refuted side of contrast,2,X
A_company_size_low,3,meta-llama-3.1-8b-instruct,company_size,High Intent,"Company size is small (10), but industry (Finance) and region (Europe) are high-value targets. Website dwell time (4 min) is above average, and email response ('Looks interesting') indicates interest. Demo request (1) also suggests strong intent.",2,refuted side of contrast,2,X
A_company_size_low,4,meta-llama-3.1-8b-instruct,company_size,High Intent,"Company size is small (10), but industry (Finance) and region (Europe) are relevant, combined with a positive email response ('Looks interesting') and a demo request, indicating strong interest.",2,refuted side of contrast,2,X
A_company_size_low,5,meta-llama-3.1-8b-instruct,company_size,High Intent,"Company size is small (10), but industry (Finance) and region (Europe) are relevant, combined with a positive email response ('Looks interesting') and a demo request, indicating strong interest.",2,refuted side of contrast,2,X
A_demo_requests_high,1,meta-llama-3.1-8b-instruct,demo_requests,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which typically has a higher purchase intent. Additionally, the engagement metrics show a moderate level of interest, with a 4-minute website dwell time and 3 demo requests, and a positive email response indicating a potential lead.",1,neutral / enumeration,1,X
A_demo_requests_high,2,meta-llama-3.1-8b-instruct,demo_requests,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which typically has a higher purchase intent. Additionally, website dwell time (4 min) is above average, suggesting engagement. The customer's email response also indicates interest, further supporting high intent.",0,not mentioned,0,X
A_demo_requests_high,3,meta-llama-3.1-8b-instruct,demo_requests,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which is a typical target for our services. The website dwell time (4 min) is above average, suggesting interest in our content. The customer has requested 3 demos, which is a strong indicator of purchase intent. The email response ('Looks interesting, could you send more info?') also suggests a high level of interest.",3,supporting / causal,3,X
A_demo_requests_high,4,meta-llama-3.1-8b-instruct,demo_requests,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which typically has a higher purchase intent. Additionally, website dwell time (4 min) is above average, suggesting engagement. The customer's email response also indicates interest, further supporting high intent.",0,not mentioned,0,X
A_demo_requests_high,5,meta-llama-3.1-8b-instruct,demo_requests,High Intent,"Company size is 500, indicating a medium to large organization, and the industry is Finance, which is a key target market. The website dwell time is 4 minutes, suggesting engagement, and there have been 3 demo requests, indicating strong interest. The email response is also positive, showing intent to learn more.",3,supporting / causal,3,X
A_demo_requests_low,1,meta-llama-3.1-8b-instruct,demo_requests,Low Intent,"Company size is 500, which is relatively small, and there are no demo requests, indicating a lack of strong purchase intent. The email response is positive but does not indicate a clear decision to purchase.",3,supporting / causal,3,X
A_demo_requests_low,2,meta-llama-3.1-8b-instruct,demo_requests,Low Intent,"Company size is 500, which is relatively small, and there are no demo requests, indicating a lack of strong purchase intent. The dwell time is 4 minutes, which is above average, but the email response does not explicitly indicate a strong interest in purchasing our services.",3,supporting / causal,3,X
A_demo_requests_low,3,meta-llama-3.1-8b-instruct,demo_requests,Low Intent,"Company size is 500, which is relatively small, and there are no demo requests, indicating a lack of strong purchase intent. The dwell time is 4 minutes, which is above average, but the email response does not explicitly indicate a strong interest in purchasing our services.",3,supporting / causal,3,X
A_demo_requests_low,4,meta-llama-3.1-8b-instruct,demo_requests,Low Intent,"Company size is 500, which is relatively small, and there are no demo requests, indicating a lack of strong purchase intent. The dwell time is 4 minutes, which is above average, but the email response does not explicitly indicate a strong interest in purchasing our services.",3,supporting / causal,3,X
A_demo_requests_low,5,meta-llama-3.1-8b-instruct,demo_requests,Low Intent,"Company size is 500, which is relatively small, and there are no demo requests, indicating a lack of strong purchase intent. The dwell time is 4 minutes, which is above average, but the email response does not explicitly indicate a strong interest in purchasing our services.",3,supporting / causal,3,X
A_email_response_icp,1,meta-llama-3.1-8b-instruct,email_response,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which typically has a higher purchase intent. Additionally, the email response suggests a strong interest in scheduling a meeting, indicating a higher level of engagement.",3,supporting / causal,3,X
A_email_response_icp,2,meta-llama-3.1-8b-instruct,email_response,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise with potential for AI integration, while website dwell time (4 min) and email response ('Could we schedule a meeting next week?') suggest a high level of engagement and interest in the product.",3,supporting / causal,3,X
A_email_response_icp,3,meta-llama-3.1-8b-instruct,email_response,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which typically has a higher purchase intent. Additionally, the email response suggests a strong interest in scheduling a meeting, indicating a higher level of engagement.",3,supporting / causal,3,X
A_email_response_icp,4,meta-llama-3.1-8b-instruct,email_response,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise with potential for AI integration, while website dwell time (4 min) and email response ('Could we schedule a meeting next week?') suggest a high level of engagement and interest in the product.",3,supporting / causal,3,X
A_email_response_icp,5,meta-llama-3.1-8b-instruct,email_response,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which typically has a higher purchase intent. Additionally, the email response suggests a strong interest in scheduling a meeting, indicating a higher level of engagement.",3,supporting / causal,3,X
A_email_response_non-icp,1,meta-llama-3.1-8b-instruct,email_response,Low Intent,"Company size is 500, which is relatively small, and the email response indicates a lack of interest.",3,supporting / causal,3,X
A_email_response_non-icp,2,meta-llama-3.1-8b-instruct,email_response,Low Intent,"Company size (500) and industry (Finance) are neutral, but email response ('We’re not interested.') indicates low purchase intent.",3,supporting / causal,3,X
A_email_response_non-icp,3,meta-llama-3.1-8b-instruct,email_response,Low Intent,"Company expressed disinterest via email response and has a relatively small company size, which may indicate limited budget for IT consulting services.",3,supporting / causal,3,X
A_email_response_non-icp,4,meta-llama-3.1-8b-instruct,email_response,Low Intent,"Company expressed disinterest via email response and has a relatively small company size, which may indicate limited budget for IT consulting services.",3,supporting / causal,3,X
A_email_response_non-icp,5,meta-llama-3.1-8b-instruct,email_response,Low Intent,"Company size (500) and industry (Finance) are neutral, but email response ('We’re not interested.') indicates low purchase intent.",3,supporting / causal,3,X
A_industry_icp,1,meta-llama-3.1-8b-instruct,industry,High Intent,"Company size (500) and industry (Software / IT) match our target market, and the email response indicates a positive interest in our services, while the demo request further strengthens the intent signal.",3,supporting / causal,3,X
A_industry_icp,2,meta-llama-3.1-8b-instruct,industry,High Intent,"Company size (500) and industry (Software / IT) match our target market, and the email response indicates a level of interest, while the demo request further strengthens the intent signal.",3,supporting / causal,3,X
A_industry_icp,3,meta-llama-3.1-8b-instruct,industry,High Intent,"Company size (500) and industry (Software / IT) indicate a relevant target audience, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement and interest in the product.",3,supporting / causal,3,X
A_industry_icp,4,meta-llama-3.1-8b-instruct,industry,High Intent,"Company size (500) and industry (Software / IT) match our target market, and the email response indicates a level of interest, while the demo request further confirms purchase intent.",3,supporting / causal,3,X
A_industry_icp,5,meta-llama-3.1-8b-instruct,industry,High Intent,"Company size (500) and industry (Software / IT) indicate a potential customer, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement and interest in the product.",3,supporting / causal,3,X
A_industry_non-icp,1,meta-llama-3.1-8b-instruct,industry,Low Intent,"Company size is 500, which is relatively small, and the industry is Public Service, which may have specific regulations. The dwell time is 4 minutes, which is average, and the demo request is 1, indicating some interest, but the email response is neutral, stating 'could you send more info', which does not indicate strong intent.",1,neutral / enumeration,3,X
A_industry_non-icp,2,meta-llama-3.1-8b-instruct,industry,Low Intent,"Company size is 500, which is relatively small, and the industry is Public Service, which may not be a typical target for our AI integration services. The dwell time on the website is 4 minutes, which is average, and the demo request is low (1). The email response is positive, but the overall engagement metrics do not indicate strong purchase intent.",3,supporting / causal,3,X
A_industry_non-icp,3,meta-llama-3.1-8b-instruct,industry,Low Intent,"Company size is 500, which is relatively small, and the industry is Public Service, which may not be a typical target for our AI integration services. The dwell time on the website is 4 minutes, which is average, and the email response indicates mild interest but does not explicitly express a strong intent to purchase.",3,supporting / causal,3,X
A_industry_non-icp,4,meta-llama-3.1-8b-instruct,industry,Low Intent,"Company size is 500, which is relatively small, and the industry is Public Service, which may have specific regulations. The dwell time is 4 minutes, which is average, and the demo request is 1, indicating some interest, but the email response is neutral, stating 'could you send more info', which does not indicate strong intent.",1,neutral / enumeration,3,X
A_industry_non-icp,5,meta-llama-3.1-8b-instruct,industry,Low Intent,"Company size is 500, which is relatively small, and the industry is Public Service, which may not be a typical target for our AI integration services. The dwell time on the website is 4 minutes, which is average, and the email response indicates mild interest but does not explicitly express a strong intent to purchase.",3,supporting / causal,3,X
A_region_icp,1,meta-llama-3.1-8b-instruct,region,Low Intent,"Company size is 500, which is relatively small, and website dwell time is 4 min, which is average. The industry is Finance, but there's no specific engagement with financial data analytics or AI integration. The email response is positive, but it's a generic response and doesn't indicate a strong purchase intent.",0,not mentioned,0,X
A_region_icp,2,meta-llama-3.1-8b-instruct,region,High Intent,"Company size (500) and industry (Finance) suggest a medium to large organization with potential for data analytics and AI integration, while website dwell time (4 min) and email response ('Looks interesting') indicate engagement and interest in our services.",0,not mentioned,0,X
A_region_icp,3,meta-llama-3.1-8b-instruct,region,Low Intent,"Company size is 500, which is relatively small, and the engagement metrics show a moderate level of interest, but not strong enough to indicate high intent.",0,not mentioned,0,X
A_region_icp,4,meta-llama-3.1-8b-instruct,region,Low Intent,"Company size is 500, which is relatively small, and the engagement metrics show a moderate level of interest, but the email response does not explicitly indicate a strong purchase intent.",0,not mentioned,0,X
A_region_icp,5,meta-llama-3.1-8b-instruct,region,High Intent,"Company size (500) and industry (Finance) suggest a medium to large organization with potential for data analytics and AI integration, while website dwell time (4 min) and email response ('Looks interesting') indicate engagement and interest in our services.",0,not mentioned,0,X
A_region_non-icp,1,meta-llama-3.1-8b-instruct,region,Low Intent,"Company size is 500, which is relatively small, and the industry is Finance, but the dwell time is 4 minutes, which is average, and the email response is positive but does not indicate strong purchase intent.",0,not mentioned,0,X
A_region_non-icp,2,meta-llama-3.1-8b-instruct,region,Low Intent,"Company size is 500, which is relatively small, and the engagement metrics show a moderate level of interest, but no strong purchase signals such as demo requests or email responses indicating a clear need for our services.",0,not mentioned,0,X
A_region_non-icp,3,meta-llama-3.1-8b-instruct,region,High Intent,"Company size (500) and industry (Finance) indicate a large organization with potential for data analytics and AI integration, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement with our content and interest in learning more.",0,not mentioned,0,X
