profile_id,run,model,intent,reasoning
D_email_response_icp,1,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The engagement metrics (2 demo requests and a positive email response) further indicate active interest.
D_email_response_icp,2,apertus-70b-instruct-2509,High Intent,Company size (1200) and demo requests (2) indicate strong interest. Email response suggests readiness for next steps.
D_email_response_icp,3,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The engagement metrics (2 demo requests and a positive email response) further indicate active interest in exploring solutions.
D_email_response_icp,4,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The engagement metrics (2 demo requests and a positive email response) further indicate active interest.
D_email_response_icp,5,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The engagement metrics (2 demo requests and a positive email response) further indicate active interest in exploring solutions.
D_email_response_non-icp,1,apertus-70b-instruct-2509,Low Intent,"Email response indicates lack of interest, and low engagement metrics (website dwell time and demo requests) suggest limited interest."
D_email_response_non-icp,2,apertus-70b-instruct-2509,Low Intent,"Email response indicates lack of interest, despite multiple demo requests."
D_email_response_non-icp,3,apertus-70b-instruct-2509,Low Intent,"Email response indicates lack of interest, despite multiple demo requests."
D_email_response_non-icp,4,apertus-70b-instruct-2509,Low Intent,"Email response indicates lack of interest, despite multiple demo requests."
D_email_response_non-icp,5,apertus-70b-instruct-2509,Low Intent,"Email response indicates lack of interest, despite multiple demo requests."
D_industry_icp,1,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Software/IT) suggest a potential fit for our data analytics platforms. The email response indicates relevance to current initiatives, further supporting high intent."
D_industry_icp,2,apertus-70b-instruct-2509,High Intent,High website dwell time (2.5 min) and multiple demo requests indicate strong interest.
D_industry_icp,3,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Software/IT) suggest a potential fit for our data analytics platforms. The email response indicates relevance to current initiatives, and multiple demo requests further indicate strong interest."
D_industry_icp,4,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Software/IT) suggest a potential fit for our data analytics platforms. The email response indicates relevance to current initiatives, further supporting high intent."
D_industry_icp,5,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Software/IT) suggest a potential fit for our data analytics platforms. The email response indicates relevance to current initiatives, and multiple demo requests further indicate strong interest."
D_industry_non-icp,1,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Public Service) suggest a potential for large-scale implementation. Website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response (relevant to current initiatives) further supports strong intent.
D_industry_non-icp,2,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Public Service) suggest a potential for large-scale implementation. Website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response (relevant to current initiatives) further supports strong intent.
D_industry_non-icp,3,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Public Service) suggest a potential for large-scale implementation. Website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response (relevant to current initiatives) further supports strong intent.
D_industry_non-icp,4,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Public Service) suggest a potential for large-scale implementation. Website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response (relevant to current initiatives) further supports strong intent.
D_industry_non-icp,5,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Public Service) suggest a potential for large-scale implementation. Website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response (relevant to current initiatives) further supports strong intent.
D_region_icp,1,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response (relevant to current initiatives) further supports strong intent.
D_region_icp,2,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The email response indicates relevance to current initiatives, further supporting high intent."
D_region_icp,3,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The email response indicates relevance to current initiatives, further supporting high intent."
D_region_icp,4,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The email response indicates relevance to current initiatives, further supporting high intent."
D_region_icp,5,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response (relevant to current initiatives) further supports strong intent.
D_region_non-icp,1,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics and AI. The email response indicates relevance to current initiatives, further supporting high intent."
D_region_non-icp,2,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics and AI. The email response indicates relevance to current initiatives, further supporting high intent."
D_region_non-icp,3,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics and AI. The email response indicates relevance to current initiatives, further supporting high intent."
D_region_non-icp,4,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The email response indicates relevance to current initiatives, further supporting high intent."
D_region_non-icp,5,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics and AI. The email response indicates relevance to current initiatives, further supporting high intent."
D_website_dwell_time_high,1,apertus-70b-instruct-2509,High Intent,High website dwell time (10 min) and multiple demo requests (2) indicate strong interest. Email response also suggests relevance to current initiatives.
D_website_dwell_time_high,2,apertus-70b-instruct-2509,High Intent,High website dwell time (10 min) and multiple demo requests (2) indicate strong interest. Email response also suggests relevance to current initiatives.
D_website_dwell_time_high,3,apertus-70b-instruct-2509,High Intent,High website dwell time (10 min) and multiple demo requests (2) indicate strong interest. Email response also suggests relevance to current initiatives.
D_website_dwell_time_high,4,apertus-70b-instruct-2509,High Intent,High website dwell time (10 min) and multiple demo requests (2) indicate strong interest. Email response also suggests relevance to current initiatives.
D_website_dwell_time_high,5,apertus-70b-instruct-2509,High Intent,High website dwell time (10 min) and multiple demo requests (2) indicate strong interest. Email response also suggests relevance to current initiatives.
D_website_dwell_time_low,1,apertus-70b-instruct-2509,High Intent,High engagement metrics (2 demo requests) and positive email response indicate strong interest in the product. Company size (1200) and industry (Energy) suggest potential for large-scale implementation.
D_website_dwell_time_low,2,apertus-70b-instruct-2509,High Intent,High engagement metrics (2 demo requests) and positive email response indicate strong interest in the product. Company size (1200) and industry (Energy) suggest potential for large-scale implementation.
D_website_dwell_time_low,3,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest significant potential for data analytics and AI integration. Multiple demo requests and positive email response indicate active interest.
D_website_dwell_time_low,4,apertus-70b-instruct-2509,High Intent,High engagement metrics (2 demo requests) and positive email response indicate strong interest in the product. Company size (1200) and industry (Energy) suggest potential for large-scale implementation.
D_website_dwell_time_low,5,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest significant potential for data analytics and AI integration. Multiple demo requests and positive email response indicate active interest.
E_BASE,1,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest.
E_BASE,2,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest.
E_BASE,3,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest.
E_BASE,4,apertus-70b-instruct-2509,High Intent,Company size 250 (large) and industry Retail (common user of data analytics) indicate potential for high value engagement. Website dwell time 1 min and 1 demo request suggest active interest.
E_BASE,5,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest.
E_company_size_high,1,apertus-70b-instruct-2509,High Intent,Company size (10000) and industry (Retail) suggest significant potential for data analytics and AI integration. Demo request indicates active interest.
E_company_size_high,2,apertus-70b-instruct-2509,High Intent,Company size (10000) and industry (Retail) suggest significant potential for data analytics and AI integration. Demo request indicates active interest.
E_company_size_high,3,apertus-70b-instruct-2509,High Intent,Company size (10000) and industry (Retail) suggest significant potential for data analytics and AI integration. Demo request indicates active interest.
E_company_size_high,4,apertus-70b-instruct-2509,High Intent,Company size (10000) and industry (Retail) suggest significant potential for data analytics and AI integration. Demo request indicates active interest.
E_company_size_high,5,apertus-70b-instruct-2509,High Intent,Company size (10000) and industry (Retail) suggest significant potential for data analytics and AI integration. Demo request indicates active interest.
E_company_size_low,1,apertus-70b-instruct-2509,High Intent,Company size (10) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.
E_company_size_low,2,apertus-70b-instruct-2509,High Intent,Company size (10) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest in our solutions.
E_company_size_low,3,apertus-70b-instruct-2509,High Intent,Company size (10) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.
E_company_size_low,4,apertus-70b-instruct-2509,High Intent,Company size (10) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.
E_company_size_low,5,apertus-70b-instruct-2509,High Intent,Company size (10) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.
E_demo_requests_high,1,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. Multiple demo requests (3) indicate active interest in our solutions.
E_demo_requests_high,2,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. Multiple demo requests (3) indicate active interest in our solutions.
E_demo_requests_high,3,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. Multiple demo requests (3) indicate active interest in our solutions.
E_demo_requests_high,4,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. Multiple demo requests (3) indicate active interest in our solutions.
E_demo_requests_high,5,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. Multiple demo requests (3) indicate active interest in our solutions.
E_demo_requests_low,1,apertus-70b-instruct-2509,Low Intent,"Company size 250 (medium) and industry Retail (common) with low engagement metrics (website dwell time 1 min, no demo requests, and no email response)."
E_demo_requests_low,2,apertus-70b-instruct-2509,Low Intent,Company size 250 (medium) and industry Retail (common) with no demo requests and short website dwell time (1 min) suggest limited interest.
E_demo_requests_low,3,apertus-70b-instruct-2509,Low Intent,"Company size 250 (medium) and industry Retail (common) with low engagement metrics (website dwell time 1 min, no demo requests, and no email response)."
E_demo_requests_low,4,apertus-70b-instruct-2509,Low Intent,"Company size 250 (mid-sized) in Retail industry in South America with low engagement metrics (website dwell time 1 min, no demo requests, and no email response)."
E_demo_requests_low,5,apertus-70b-instruct-2509,Low Intent,"Company size 250 (medium) and industry Retail (common) with low engagement metrics (website dwell time 1 min, no demo requests, and no email response)."
E_email_response_icp,1,apertus-70b-instruct-2509,High Intent,"High engagement metrics (1 demo request, email response indicating interest in scheduling a meeting) and company size (250) suggest strong purchase intent."
E_email_response_icp,2,apertus-70b-instruct-2509,High Intent,"Company size 250 indicates a mid-to-large enterprise, which often has budget for data analytics and AI integration. Industry Retail suggests potential for operational efficiency improvements through data-driven insights. A demo request and willingness to schedule a meeting next week further indicate active interest in exploring solutions."
E_email_response_icp,3,apertus-70b-instruct-2509,High Intent,High website dwell time (1 min) and a demo request indicate strong interest. Email response requesting a meeting next week further supports high intent.
E_email_response_icp,4,apertus-70b-instruct-2509,High Intent,"High engagement metrics (1 demo request, 1 email response) and company size (250) indicate strong interest in our data analytics solutions for retail industry in South America."
E_email_response_icp,5,apertus-70b-instruct-2509,High Intent,"High engagement metrics (1 demo request, 1 email response) and company size (250) indicate strong interest in our services."
E_email_response_non-icp,1,apertus-70b-instruct-2509,Low Intent,Low website dwell time (1 min) and email response indicating no interest.
E_email_response_non-icp,2,apertus-70b-instruct-2509,Low Intent,Low website dwell time (1 min) and email response indicating no interest.
E_email_response_non-icp,3,apertus-70b-instruct-2509,Low Intent,Low website dwell time (1 min) and email response indicating no interest.
E_email_response_non-icp,4,apertus-70b-instruct-2509,Low Intent,Low website dwell time (1 min) and email response indicating no interest.
E_email_response_non-icp,5,apertus-70b-instruct-2509,Low Intent,Low website dwell time (1 min) and email response indicating no interest.
E_industry_icp,1,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Software/IT) indicate a potential fit for our services. The demo request further suggests active interest.
E_industry_icp,2,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Software/IT) indicate a potential fit for our services. The demo request further suggests active interest.
E_industry_icp,3,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Software/IT) suggest a good fit for our services. The demo request indicates active interest.
E_industry_icp,4,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Software/IT) suggest a potential fit for our data analytics platforms. The demo request further indicates active interest.
E_industry_icp,5,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Software/IT) indicate a potential fit for our services. The demo request further suggests active interest.
E_industry_non-icp,1,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Public Service) suggest a potential for significant investment in data analytics platforms. The single demo request further indicates active interest.
E_industry_non-icp,2,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Public Service) suggest a potential for large-scale implementation of data analytics platforms. The single demo request further indicates active interest.
E_industry_non-icp,3,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Public Service) suggest a potential for significant investment in data analytics platforms. The single demo request further indicates active interest.
E_industry_non-icp,4,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Public Service) suggest a potential for large-scale implementation of data analytics platforms. The single demo request further indicates active interest.
E_industry_non-icp,5,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Public Service) suggest a potential for large-scale implementation of data analytics platforms. The single demo request further indicates active interest.
E_region_icp,1,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest in our solutions.
E_region_icp,2,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest.
E_region_icp,3,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request further indicates active interest in our solutions.
E_region_icp,4,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request further indicates active interest in our solutions.
E_region_icp,5,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest in our solutions.
E_region_non-icp,1,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest potential for large-scale data analytics and AI integration. The demo request further indicates active interest.
E_region_non-icp,2,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request indicates active interest.
E_region_non-icp,3,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest potential for large-scale data analytics and AI integration. The demo request further indicates active interest.
E_region_non-icp,4,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest potential for large-scale data analytics and AI integration. The demo request further indicates active interest.
E_region_non-icp,5,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.
E_website_dwell_time_high,1,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request further indicates active interest in our solutions.
E_website_dwell_time_high,2,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request further indicates active interest in our solutions.
E_website_dwell_time_high,3,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest potential for large-scale data analytics and AI integration. Website dwell time (10 min) and demo request indicate active interest.
E_website_dwell_time_high,4,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request further indicates active interest in our solutions.
E_website_dwell_time_high,5,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request further indicates active interest in our solutions.
E_website_dwell_time_low,1,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.
E_website_dwell_time_low,2,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The single demo request further indicates active interest.
E_website_dwell_time_low,3,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The single demo request further indicates active interest.
E_website_dwell_time_low,4,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The single demo request further indicates active interest.
E_website_dwell_time_low,5,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.
A_BASE,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise with potential for AI integration, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement, but demo requests (1) are limited."
A_BASE,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large organization, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement, and demo request (1) indicates specific interest in product."
A_BASE,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise with potential for AI integration, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement, but demo requests (1) are limited."
A_BASE,4,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise with potential for AI integration, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement, but demo requests (1) are limited."
A_BASE,5,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a potential large-scale implementation, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement and interest in our services."
A_company_size_high,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (10000) and industry (Finance) indicate a large organization with potential for significant investment, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement and interest in the product."
A_company_size_high,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (10000) and industry (Finance) indicate a large organization with potential for significant investment, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement and interest in the product."
A_company_size_high,3,meta-llama-3.1-8b-instruct,High Intent,"Company size is large (10000), industry is Finance, and email response indicates strong interest ('Looks interesting, could you send more info?'), with a demo request also made."
A_company_size_high,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large, but only 1 demo request and a neutral email response, indicating limited purchase intent."
A_company_size_high,5,meta-llama-3.1-8b-instruct,High Intent,"Company size is large (10000), industry is Finance, and email response indicates strong interest ('Looks interesting, could you send more info?'), with a demo request also made."
A_company_size_low,1,meta-llama-3.1-8b-instruct,High Intent,"Company size is small (10), but industry (Finance) and region (Europe) are relevant, combined with a positive email response ('Looks interesting') and a demo request, indicating strong interest."
A_company_size_low,2,meta-llama-3.1-8b-instruct,High Intent,"Company size is small (10), but industry (Finance) and region (Europe) are relevant, combined with a positive email response ('Looks interesting') and a demo request, indicating strong interest."
A_company_size_low,3,meta-llama-3.1-8b-instruct,High Intent,"Company size is small (10), but industry (Finance) and region (Europe) are high-value targets. Website dwell time (4 min) is above average, and email response ('Looks interesting') indicates interest. Demo request (1) also suggests strong intent."
A_company_size_low,4,meta-llama-3.1-8b-instruct,High Intent,"Company size is small (10), but industry (Finance) and region (Europe) are relevant, combined with a positive email response ('Looks interesting') and a demo request, indicating strong interest."
A_company_size_low,5,meta-llama-3.1-8b-instruct,High Intent,"Company size is small (10), but industry (Finance) and region (Europe) are relevant, combined with a positive email response ('Looks interesting') and a demo request, indicating strong interest."
A_demo_requests_high,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which typically has a higher purchase intent. Additionally, the engagement metrics show a moderate level of interest, with a 4-minute website dwell time and 3 demo requests, and a positive email response indicating a potential lead."
A_demo_requests_high,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which typically has a higher purchase intent. Additionally, website dwell time (4 min) is above average, suggesting engagement. The customer's email response also indicates interest, further supporting high intent."
A_demo_requests_high,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which is a typical target for our services. The website dwell time (4 min) is above average, suggesting interest in our content. The customer has requested 3 demos, which is a strong indicator of purchase intent. The email response ('Looks interesting, could you send more info?') also suggests a high level of interest."
A_demo_requests_high,4,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which typically has a higher purchase intent. Additionally, website dwell time (4 min) is above average, suggesting engagement. The customer's email response also indicates interest, further supporting high intent."
A_demo_requests_high,5,meta-llama-3.1-8b-instruct,High Intent,"Company size is 500, indicating a medium to large organization, and the industry is Finance, which is a key target market. The website dwell time is 4 minutes, suggesting engagement, and there have been 3 demo requests, indicating strong interest. The email response is also positive, showing intent to learn more."
A_demo_requests_low,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and there are no demo requests, indicating a lack of strong purchase intent. The email response is positive but does not indicate a clear decision to purchase."
A_demo_requests_low,2,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and there are no demo requests, indicating a lack of strong purchase intent. The dwell time is 4 minutes, which is above average, but the email response does not explicitly indicate a strong interest in purchasing our services."
A_demo_requests_low,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and there are no demo requests, indicating a lack of strong purchase intent. The dwell time is 4 minutes, which is above average, but the email response does not explicitly indicate a strong interest in purchasing our services."
A_demo_requests_low,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and there are no demo requests, indicating a lack of strong purchase intent. The dwell time is 4 minutes, which is above average, but the email response does not explicitly indicate a strong interest in purchasing our services."
A_demo_requests_low,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and there are no demo requests, indicating a lack of strong purchase intent. The dwell time is 4 minutes, which is above average, but the email response does not explicitly indicate a strong interest in purchasing our services."
A_email_response_icp,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which typically has a higher purchase intent. Additionally, the email response suggests a strong interest in scheduling a meeting, indicating a higher level of engagement."
A_email_response_icp,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise with potential for AI integration, while website dwell time (4 min) and email response ('Could we schedule a meeting next week?') suggest a high level of engagement and interest in the product."
A_email_response_icp,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which typically has a higher purchase intent. Additionally, the email response suggests a strong interest in scheduling a meeting, indicating a higher level of engagement."
A_email_response_icp,4,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise with potential for AI integration, while website dwell time (4 min) and email response ('Could we schedule a meeting next week?') suggest a high level of engagement and interest in the product."
A_email_response_icp,5,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which typically has a higher purchase intent. Additionally, the email response suggests a strong interest in scheduling a meeting, indicating a higher level of engagement."
A_email_response_non-icp,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and the email response indicates a lack of interest."
A_email_response_non-icp,2,meta-llama-3.1-8b-instruct,Low Intent,"Company size (500) and industry (Finance) are neutral, but email response ('We’re not interested.') indicates low purchase intent."
A_email_response_non-icp,3,meta-llama-3.1-8b-instruct,Low Intent,"Company expressed disinterest via email response and has a relatively small company size, which may indicate limited budget for IT consulting services."
A_email_response_non-icp,4,meta-llama-3.1-8b-instruct,Low Intent,"Company expressed disinterest via email response and has a relatively small company size, which may indicate limited budget for IT consulting services."
A_email_response_non-icp,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size (500) and industry (Finance) are neutral, but email response ('We’re not interested.') indicates low purchase intent."
A_industry_icp,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Software / IT) match our target market, and the email response indicates a positive interest in our services, while the demo request further strengthens the intent signal."
A_industry_icp,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Software / IT) match our target market, and the email response indicates a level of interest, while the demo request further strengthens the intent signal."
A_industry_icp,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Software / IT) indicate a relevant target audience, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement and interest in the product."
A_industry_icp,4,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Software / IT) match our target market, and the email response indicates a level of interest, while the demo request further confirms purchase intent."
A_industry_icp,5,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Software / IT) indicate a potential customer, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement and interest in the product."
A_industry_non-icp,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and the industry is Public Service, which may have specific regulations. The dwell time is 4 minutes, which is average, and the demo request is 1, indicating some interest, but the email response is neutral, stating 'could you send more info', which does not indicate strong intent."
A_industry_non-icp,2,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and the industry is Public Service, which may not be a typical target for our AI integration services. The dwell time on the website is 4 minutes, which is average, and the demo request is low (1). The email response is positive, but the overall engagement metrics do not indicate strong purchase intent."
A_industry_non-icp,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and the industry is Public Service, which may not be a typical target for our AI integration services. The dwell time on the website is 4 minutes, which is average, and the email response indicates mild interest but does not explicitly express a strong intent to purchase."
A_industry_non-icp,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and the industry is Public Service, which may have specific regulations. The dwell time is 4 minutes, which is average, and the demo request is 1, indicating some interest, but the email response is neutral, stating 'could you send more info', which does not indicate strong intent."
A_industry_non-icp,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and the industry is Public Service, which may not be a typical target for our AI integration services. The dwell time on the website is 4 minutes, which is average, and the email response indicates mild interest but does not explicitly express a strong intent to purchase."
A_region_icp,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and website dwell time is 4 min, which is average. The industry is Finance, but there's no specific engagement with financial data analytics or AI integration. The email response is positive, but it's a generic response and doesn't indicate a strong purchase intent."
A_region_icp,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) suggest a medium to large organization with potential for data analytics and AI integration, while website dwell time (4 min) and email response ('Looks interesting') indicate engagement and interest in our services."
A_region_icp,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and the engagement metrics show a moderate level of interest, but not strong enough to indicate high intent."
A_region_icp,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and the engagement metrics show a moderate level of interest, but the email response does not explicitly indicate a strong purchase intent."
A_region_icp,5,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) suggest a medium to large organization with potential for data analytics and AI integration, while website dwell time (4 min) and email response ('Looks interesting') indicate engagement and interest in our services."
A_region_non-icp,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and the industry is Finance, but the dwell time is 4 minutes, which is average, and the email response is positive but does not indicate strong purchase intent."
