base_profile,feature,feature_type,model,run,high,low,delta,sensitivity,fe_behavioral,cluster_pf
D,email_response,behavioral,openai-gpt-oss-120b,1,1,0,1,1,1,D__email_response
D,email_response,behavioral,openai-gpt-oss-120b,2,1,0,1,1,1,D__email_response
D,email_response,behavioral,openai-gpt-oss-120b,3,1,0,1,1,1,D__email_response
D,email_response,behavioral,openai-gpt-oss-120b,4,1,0,1,1,1,D__email_response
D,email_response,behavioral,openai-gpt-oss-120b,5,1,0,1,1,1,D__email_response
D,industry,firmographic,apertus-70b-instruct-2509,1,1,1,0,0,0,D__industry
D,industry,firmographic,apertus-70b-instruct-2509,2,1,1,0,0,0,D__industry
D,industry,firmographic,apertus-70b-instruct-2509,3,1,1,0,0,0,D__industry
D,industry,firmographic,apertus-70b-instruct-2509,4,1,1,0,0,0,D__industry
D,industry,firmographic,apertus-70b-instruct-2509,5,1,1,0,0,0,D__industry
D,industry,firmographic,meta-llama-3.1-8b-instruct,1,1,1,0,0,0,D__industry
D,industry,firmographic,meta-llama-3.1-8b-instruct,2,1,1,0,0,0,D__industry
D,industry,firmographic,meta-llama-3.1-8b-instruct,3,1,1,0,0,0,D__industry
D,industry,firmographic,meta-llama-3.1-8b-instruct,4,1,1,0,0,0,D__industry
D,industry,firmographic,meta-llama-3.1-8b-instruct,5,1,1,0,0,0,D__industry
D,industry,firmographic,openai-gpt-oss-120b,1,1,1,0,0,0,D__industry
D,industry,firmographic,openai-gpt-oss-120b,2,1,1,0,0,0,D__industry
D,industry,firmographic,openai-gpt-oss-120b,3,1,1,0,0,0,D__industry
D,industry,firmographic,openai-gpt-oss-120b,4,1,1,0,0,0,D__industry
D,industry,firmographic,openai-gpt-oss-120b,5,1,1,0,0,0,D__industry
D,region,firmographic,apertus-70b-instruct-2509,1,1,1,0,0,0,D__region
D,region,firmographic,apertus-70b-instruct-2509,2,1,1,0,0,0,D__region
D,region,firmographic,apertus-70b-instruct-2509,3,1,1,0,0,0,D__region
D,region,firmographic,apertus-70b-instruct-2509,4,1,1,0,0,0,D__region
D,region,firmographic,apertus-70b-instruct-2509,5,1,1,0,0,0,D__region
D,region,firmographic,meta-llama-3.1-8b-instruct,1,1,1,0,0,0,D__region
D,region,firmographic,meta-llama-3.1-8b-instruct,2,1,1,0,0,0,D__region
D,region,firmographic,meta-llama-3.1-8b-instruct,3,1,1,0,0,0,D__region
D,region,firmographic,meta-llama-3.1-8b-instruct,4,1,1,0,0,0,D__region
D,region,firmographic,meta-llama-3.1-8b-instruct,5,1,1,0,0,0,D__region
D,region,firmographic,openai-gpt-oss-120b,1,1,1,0,0,0,D__region
D,region,firmographic,openai-gpt-oss-120b,2,1,1,0,0,0,D__region
D,region,firmographic,openai-gpt-oss-120b,3,1,1,0,0,0,D__region
D,region,firmographic,openai-gpt-oss-120b,4,1,1,0,0,0,D__region
D,region,firmographic,openai-gpt-oss-120b,5,1,1,0,0,0,D__region
D,website_dwell_time,behavioral,apertus-70b-instruct-2509,1,1,1,0,0,1,D__website_dwell_time
D,website_dwell_time,behavioral,apertus-70b-instruct-2509,2,1,1,0,0,1,D__website_dwell_time
D,website_dwell_time,behavioral,apertus-70b-instruct-2509,3,1,1,0,0,1,D__website_dwell_time
D,website_dwell_time,behavioral,apertus-70b-instruct-2509,4,1,1,0,0,1,D__website_dwell_time
D,website_dwell_time,behavioral,apertus-70b-instruct-2509,5,1,1,0,0,1,D__website_dwell_time
D,website_dwell_time,behavioral,meta-llama-3.1-8b-instruct,1,1,1,0,0,1,D__website_dwell_time
D,website_dwell_time,behavioral,meta-llama-3.1-8b-instruct,2,1,1,0,0,1,D__website_dwell_time
D,website_dwell_time,behavioral,meta-llama-3.1-8b-instruct,3,1,1,0,0,1,D__website_dwell_time
D,website_dwell_time,behavioral,meta-llama-3.1-8b-instruct,4,1,1,0,0,1,D__website_dwell_time
D,website_dwell_time,behavioral,meta-llama-3.1-8b-instruct,5,1,1,0,0,1,D__website_dwell_time
D,website_dwell_time,behavioral,openai-gpt-oss-120b,1,1,1,0,0,1,D__website_dwell_time
D,website_dwell_time,behavioral,openai-gpt-oss-120b,2,1,1,0,0,1,D__website_dwell_time
D,website_dwell_time,behavioral,openai-gpt-oss-120b,3,1,1,0,0,1,D__website_dwell_time
D,website_dwell_time,behavioral,openai-gpt-oss-120b,4,1,1,0,0,1,D__website_dwell_time
D,website_dwell_time,behavioral,openai-gpt-oss-120b,5,1,1,0,0,1,D__website_dwell_time
E,company_size,firmographic,apertus-70b-instruct-2509,1,1,1,0,0,0,E__company_size
E,company_size,firmographic,apertus-70b-instruct-2509,2,1,1,0,0,0,E__company_size
E,company_size,firmographic,apertus-70b-instruct-2509,3,1,1,0,0,0,E__company_size
E,company_size,firmographic,apertus-70b-instruct-2509,4,1,1,0,0,0,E__company_size
E,company_size,firmographic,apertus-70b-instruct-2509,5,1,1,0,0,0,E__company_size
E,company_size,firmographic,meta-llama-3.1-8b-instruct,1,0,0,0,0,0,E__company_size
E,company_size,firmographic,meta-llama-3.1-8b-instruct,2,0,0,0,0,0,E__company_size
E,company_size,firmographic,meta-llama-3.1-8b-instruct,3,0,0,0,0,0,E__company_size
E,company_size,firmographic,meta-llama-3.1-8b-instruct,4,0,0,0,0,0,E__company_size
E,company_size,firmographic,meta-llama-3.1-8b-instruct,5,0,0,0,0,0,E__company_size
E,company_size,firmographic,openai-gpt-oss-120b,1,0,0,0,0,0,E__company_size
E,company_size,firmographic,openai-gpt-oss-120b,2,0,0,0,0,0,E__company_size
E,company_size,firmographic,openai-gpt-oss-120b,3,0,0,0,0,0,E__company_size
E,company_size,firmographic,openai-gpt-oss-120b,4,0,0,0,0,0,E__company_size
E,company_size,firmographic,openai-gpt-oss-120b,5,0,0,0,0,0,E__company_size
E,demo_requests,behavioral,apertus-70b-instruct-2509,1,1,0,1,1,1,E__demo_requests
E,demo_requests,behavioral,apertus-70b-instruct-2509,2,1,0,1,1,1,E__demo_requests
E,demo_requests,behavioral,apertus-70b-instruct-2509,3,1,0,1,1,1,E__demo_requests
E,demo_requests,behavioral,apertus-70b-instruct-2509,4,1,0,1,1,1,E__demo_requests
E,demo_requests,behavioral,apertus-70b-instruct-2509,5,1,0,1,1,1,E__demo_requests
E,demo_requests,behavioral,meta-llama-3.1-8b-instruct,1,1,0,1,1,1,E__demo_requests
E,demo_requests,behavioral,meta-llama-3.1-8b-instruct,2,1,0,1,1,1,E__demo_requests
E,demo_requests,behavioral,meta-llama-3.1-8b-instruct,3,1,0,1,1,1,E__demo_requests
E,demo_requests,behavioral,meta-llama-3.1-8b-instruct,4,1,0,1,1,1,E__demo_requests
E,demo_requests,behavioral,meta-llama-3.1-8b-instruct,5,1,0,1,1,1,E__demo_requests
E,demo_requests,behavioral,openai-gpt-oss-120b,1,1,0,1,1,1,E__demo_requests
E,demo_requests,behavioral,openai-gpt-oss-120b,2,1,0,1,1,1,E__demo_requests
E,demo_requests,behavioral,openai-gpt-oss-120b,3,1,0,1,1,1,E__demo_requests
E,demo_requests,behavioral,openai-gpt-oss-120b,4,1,0,1,1,1,E__demo_requests
E,demo_requests,behavioral,openai-gpt-oss-120b,5,1,0,1,1,1,E__demo_requests
E,email_response,behavioral,apertus-70b-instruct-2509,1,1,0,1,1,1,E__email_response
E,email_response,behavioral,apertus-70b-instruct-2509,2,1,0,1,1,1,E__email_response
E,email_response,behavioral,apertus-70b-instruct-2509,3,1,0,1,1,1,E__email_response
E,email_response,behavioral,apertus-70b-instruct-2509,4,1,0,1,1,1,E__email_response
E,email_response,behavioral,apertus-70b-instruct-2509,5,1,0,1,1,1,E__email_response
E,email_response,behavioral,meta-llama-3.1-8b-instruct,1,1,0,1,1,1,E__email_response
E,email_response,behavioral,meta-llama-3.1-8b-instruct,2,1,0,1,1,1,E__email_response
E,email_response,behavioral,meta-llama-3.1-8b-instruct,3,1,0,1,1,1,E__email_response
E,email_response,behavioral,meta-llama-3.1-8b-instruct,4,1,0,1,1,1,E__email_response
E,email_response,behavioral,meta-llama-3.1-8b-instruct,5,1,0,1,1,1,E__email_response
E,email_response,behavioral,openai-gpt-oss-120b,1,1,0,1,1,1,E__email_response
E,email_response,behavioral,openai-gpt-oss-120b,2,1,0,1,1,1,E__email_response
E,email_response,behavioral,openai-gpt-oss-120b,3,1,0,1,1,1,E__email_response
E,email_response,behavioral,openai-gpt-oss-120b,4,1,0,1,1,1,E__email_response
E,email_response,behavioral,openai-gpt-oss-120b,5,1,0,1,1,1,E__email_response
E,industry,firmographic,apertus-70b-instruct-2509,1,1,1,0,0,0,E__industry
E,industry,firmographic,apertus-70b-instruct-2509,2,1,1,0,0,0,E__industry
E,industry,firmographic,apertus-70b-instruct-2509,3,1,1,0,0,0,E__industry
E,industry,firmographic,apertus-70b-instruct-2509,4,1,1,0,0,0,E__industry
E,industry,firmographic,apertus-70b-instruct-2509,5,1,1,0,0,0,E__industry
E,industry,firmographic,meta-llama-3.1-8b-instruct,1,0,0,0,0,0,E__industry
E,industry,firmographic,meta-llama-3.1-8b-instruct,2,0,0,0,0,0,E__industry
E,industry,firmographic,meta-llama-3.1-8b-instruct,3,0,0,0,0,0,E__industry
E,industry,firmographic,meta-llama-3.1-8b-instruct,4,0,0,0,0,0,E__industry
E,industry,firmographic,meta-llama-3.1-8b-instruct,5,0,0,0,0,0,E__industry
E,industry,firmographic,openai-gpt-oss-120b,1,1,1,0,0,0,E__industry
E,industry,firmographic,openai-gpt-oss-120b,2,1,1,0,0,0,E__industry
E,industry,firmographic,openai-gpt-oss-120b,3,1,1,0,0,0,E__industry
E,industry,firmographic,openai-gpt-oss-120b,4,1,1,0,0,0,E__industry
E,industry,firmographic,openai-gpt-oss-120b,5,0,1,-1,1,0,E__industry
E,region,firmographic,apertus-70b-instruct-2509,1,1,1,0,0,0,E__region
E,region,firmographic,apertus-70b-instruct-2509,2,1,1,0,0,0,E__region
E,region,firmographic,apertus-70b-instruct-2509,3,1,1,0,0,0,E__region
E,region,firmographic,apertus-70b-instruct-2509,4,1,1,0,0,0,E__region
E,region,firmographic,apertus-70b-instruct-2509,5,1,1,0,0,0,E__region
E,region,firmographic,meta-llama-3.1-8b-instruct,1,0,0,0,0,0,E__region
E,region,firmographic,meta-llama-3.1-8b-instruct,2,0,0,0,0,0,E__region
E,region,firmographic,meta-llama-3.1-8b-instruct,3,0,0,0,0,0,E__region
E,region,firmographic,meta-llama-3.1-8b-instruct,4,0,0,0,0,0,E__region
E,region,firmographic,meta-llama-3.1-8b-instruct,5,0,0,0,0,0,E__region
E,region,firmographic,openai-gpt-oss-120b,1,1,0,1,1,0,E__region
E,region,firmographic,openai-gpt-oss-120b,2,1,1,0,0,0,E__region
E,region,firmographic,openai-gpt-oss-120b,3,1,0,1,1,0,E__region
E,region,firmographic,openai-gpt-oss-120b,4,0,1,-1,1,0,E__region
E,region,firmographic,openai-gpt-oss-120b,5,0,0,0,0,0,E__region
E,website_dwell_time,behavioral,apertus-70b-instruct-2509,1,1,1,0,0,1,E__website_dwell_time
E,website_dwell_time,behavioral,apertus-70b-instruct-2509,2,1,1,0,0,1,E__website_dwell_time
E,website_dwell_time,behavioral,apertus-70b-instruct-2509,3,1,1,0,0,1,E__website_dwell_time
E,website_dwell_time,behavioral,apertus-70b-instruct-2509,4,1,1,0,0,1,E__website_dwell_time
E,website_dwell_time,behavioral,apertus-70b-instruct-2509,5,1,1,0,0,1,E__website_dwell_time
E,website_dwell_time,behavioral,meta-llama-3.1-8b-instruct,1,0,0,0,0,1,E__website_dwell_time
E,website_dwell_time,behavioral,meta-llama-3.1-8b-instruct,2,0,0,0,0,1,E__website_dwell_time
E,website_dwell_time,behavioral,meta-llama-3.1-8b-instruct,3,0,0,0,0,1,E__website_dwell_time
E,website_dwell_time,behavioral,meta-llama-3.1-8b-instruct,4,0,0,0,0,1,E__website_dwell_time
E,website_dwell_time,behavioral,meta-llama-3.1-8b-instruct,5,0,0,0,0,1,E__website_dwell_time
E,website_dwell_time,behavioral,openai-gpt-oss-120b,1,1,0,1,1,1,E__website_dwell_time
E,website_dwell_time,behavioral,openai-gpt-oss-120b,2,1,0,1,1,1,E__website_dwell_time
E,website_dwell_time,behavioral,openai-gpt-oss-120b,3,1,0,1,1,1,E__website_dwell_time
E,website_dwell_time,behavioral,openai-gpt-oss-120b,4,1,0,1,1,1,E__website_dwell_time
E,website_dwell_time,behavioral,openai-gpt-oss-120b,5,1,0,1,1,1,E__website_dwell_time
