prompt_version,case_id,run,model,raw_response,intent,reasoning,format_ok,parse_error,reasoning_word_count,latency_s,input_tokens,output_tokens,total_tokens
v3,14,5,meta-llama-3.1-8b-instruct,"{
""intent"": ""Low Intent"",
""reasoning"": ""The lead is from a different region (North America) than the company's focus (Europe), which already reduces the likelihood of purchase intent. Additionally, the company size is relatively large, but the industry (Manufacturing) is not a primary focus for the company's data-driven mid-market platforms. The low website dwell time (40 sec) suggests that the lead may not be highly engaged with the content. Furthermore, there is only one demo request, which is a relatively low number, and the email response was no response, indicating a lack of interest or follow-through. These factors collectively contribute to a 'Low Intent' classification.""
}",Low Intent,"The lead is from a different region (North America) than the company's focus (Europe), which already reduces the likelihood of purchase intent. Additionally, the company size is relatively large, but the industry (Manufacturing) is not a primary focus for the company's data-driven mid-market platforms. The low website dwell time (40 sec) suggests that the lead may not be highly engaged with the content. Furthermore, there is only one demo request, which is a relatively low number, and the email response was no response, indicating a lack of interest or follow-through. These factors collectively contribute to a 'Low Intent' classification.",True,,99,0.79,198,141,339
v3,27,1,meta-llama-3.1-8b-instruct,"{
""intent"": ""High Intent"",
""reasoning"": ""The lead's company size of 80 suggests a mid-market organization, aligning with the target market of the IT consulting firm. The industry is Healthcare, which is a key sector for the firm's data-driven platforms. The lead's region, Middle East, is also a target area. The website dwell time of 7 minutes indicates a moderate level of interest. The two demo requests suggest a desire to explore the solution further. Most importantly, the email response is very promising, indicating a high level of engagement and a strong potential for purchase. The lead's statement of actively evaluating solutions like this further supports the high intent classification.""
}",High Intent,"The lead's company size of 80 suggests a mid-market organization, aligning with the target market of the IT consulting firm. The industry is Healthcare, which is a key sector for the firm's data-driven platforms. The lead's region, Middle East, is also a target area. The website dwell time of 7 minutes indicates a moderate level of interest. The two demo requests suggest a desire to explore the solution further. Most importantly, the email response is very promising, indicating a high level of engagement and a strong potential for purchase. The lead's statement of actively evaluating solutions like this further supports the high intent classification.",True,,104,0.86,206,141,347
v3,27,2,meta-llama-3.1-8b-instruct,"{
""intent"": ""High Intent"",
""reasoning"": ""The lead's company size of 80 suggests a mid-market organization, aligning with the target market of the IT consulting firm. The industry is Healthcare, which is a key sector for the firm's data-driven platforms. The lead's region, Middle East, is also a target area. The website dwell time of 7 minutes indicates a moderate level of interest. The two demo requests further demonstrate engagement. Most importantly, the email response is very promising, indicating a high level of interest and a clear intention to evaluate solutions like the one offered by the consulting firm.""
}",High Intent,"The lead's company size of 80 suggests a mid-market organization, aligning with the target market of the IT consulting firm. The industry is Healthcare, which is a key sector for the firm's data-driven platforms. The lead's region, Middle East, is also a target area. The website dwell time of 7 minutes indicates a moderate level of interest. The two demo requests further demonstrate engagement. Most importantly, the email response is very promising, indicating a high level of interest and a clear intention to evaluate solutions like the one offered by the consulting firm.",True,,93,0.97,206,128,334
v3,27,3,meta-llama-3.1-8b-instruct,"{
""intent"": ""High Intent"",
""reasoning"": ""The lead's company size of 80 suggests a mid-market organization, aligning with the target market of the IT consulting firm. The industry is Healthcare, which is a key sector for the firm's data-driven platforms. The lead's region, Middle East, is also a target area. The website dwell time of 7 minutes indicates a moderate level of interest. The two demo requests further demonstrate engagement. Most importantly, the email response is very promising, indicating a high level of interest and a clear intention to evaluate solutions like the one offered by the consulting firm.""
}",High Intent,"The lead's company size of 80 suggests a mid-market organization, aligning with the target market of the IT consulting firm. The industry is Healthcare, which is a key sector for the firm's data-driven platforms. The lead's region, Middle East, is also a target area. The website dwell time of 7 minutes indicates a moderate level of interest. The two demo requests further demonstrate engagement. Most importantly, the email response is very promising, indicating a high level of interest and a clear intention to evaluate solutions like the one offered by the consulting firm.",True,,93,0.72,206,128,334
v3,27,4,meta-llama-3.1-8b-instruct,"{
""intent"": ""High Intent"",
""reasoning"": ""The lead's company size of 80 suggests a mid-market organization, aligning with the target market of the IT consulting firm. The industry is Healthcare, which is a key sector for the firm's data-driven platforms. The lead's region, Middle East, is also a target area. The website dwell time of 7 minutes indicates a moderate level of interest. The two demo requests further demonstrate engagement. Most importantly, the email response is very promising, indicating a high level of interest and a clear intention to evaluate solutions like the one offered by the consulting firm.""
}",High Intent,"The lead's company size of 80 suggests a mid-market organization, aligning with the target market of the IT consulting firm. The industry is Healthcare, which is a key sector for the firm's data-driven platforms. The lead's region, Middle East, is also a target area. The website dwell time of 7 minutes indicates a moderate level of interest. The two demo requests further demonstrate engagement. Most importantly, the email response is very promising, indicating a high level of interest and a clear intention to evaluate solutions like the one offered by the consulting firm.",True,,93,0.84,206,128,334
v3,27,5,meta-llama-3.1-8b-instruct,"{
""intent"": ""High Intent"",
""reasoning"": ""The lead's company size of 80 suggests a mid-market organization, aligning with the target market of the IT consulting firm. The industry is Healthcare, which is a key sector for the firm's data-driven platforms. The lead's region, Middle East, is also a target area. The website dwell time of 7 minutes indicates a moderate level of interest. The two demo requests further demonstrate engagement. Most importantly, the email response is very promising, indicating a high level of interest and a clear intention to evaluate solutions like the one offered by the consulting firm.""
}",High Intent,"The lead's company size of 80 suggests a mid-market organization, aligning with the target market of the IT consulting firm. The industry is Healthcare, which is a key sector for the firm's data-driven platforms. The lead's region, Middle East, is also a target area. The website dwell time of 7 minutes indicates a moderate level of interest. The two demo requests further demonstrate engagement. Most importantly, the email response is very promising, indicating a high level of interest and a clear intention to evaluate solutions like the one offered by the consulting firm.",True,,93,0.72,206,128,334
v4,1,1,meta-llama-3.1-8b-instruct,"{
""intent"": ""High Intent"",
""reasoning"": ""The lead's company size of 500 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The lead is from the Finance industry, a key sector for our services. The Region of Europe is also a primary market for our firm. The Website dwell time of 4 minutes indicates a moderate level of interest, as it's longer than the average dwell time but not excessively long. The lead has made a Demo request, which is a clear indicator of high intent. The Email response of 'Looks interesting, could you send more info?' suggests that the lead is actively seeking more information, further indicating high intent.""
}",High Intent,"The lead's company size of 500 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The lead is from the Finance industry, a key sector for our services. The Region of Europe is also a primary market for our firm. The Website dwell time of 4 minutes indicates a moderate level of interest, as it's longer than the average dwell time but not excessively long. The lead has made a Demo request, which is a clear indicator of high intent. The Email response of 'Looks interesting, could you send more info?' suggests that the lead is actively seeking more information, further indicating high intent.",True,,110,2.16,197,144,341
v4,1,2,meta-llama-3.1-8b-instruct,"{
""intent"": ""High Intent"",
""reasoning"": ""The lead's company size of 500 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The lead is from the Finance industry, a key sector for our services. The Region of Europe is also a primary market for our firm. The Website dwell time of 4 minutes indicates a moderate level of interest, as it's longer than the average dwell time but not excessively long. The lead has made a Demo request, which is a clear indicator of high intent. Finally, the Email response of 'Looks interesting, could you send more info?' suggests that the lead is actively seeking more information, further indicating high intent.""
}",High Intent,"The lead's company size of 500 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The lead is from the Finance industry, a key sector for our services. The Region of Europe is also a primary market for our firm. The Website dwell time of 4 minutes indicates a moderate level of interest, as it's longer than the average dwell time but not excessively long. The lead has made a Demo request, which is a clear indicator of high intent. Finally, the Email response of 'Looks interesting, could you send more info?' suggests that the lead is actively seeking more information, further indicating high intent.",True,,111,0.82,197,146,343
v4,1,3,meta-llama-3.1-8b-instruct,"{
""intent"": ""High Intent"",
""reasoning"": ""The lead's company size of 500 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The lead is from the Finance industry, a key sector for our services. The Region of Europe is also a primary market for our firm. The Website dwell time of 4 minutes indicates a moderate level of interest, as it's longer than the average dwell time but not excessively long. The lead has made a Demo request, which is a clear indicator of high intent. Finally, the Email response of 'Looks interesting, could you send more info?' suggests a level of curiosity and engagement, further supporting the high intent classification.""
}",High Intent,"The lead's company size of 500 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The lead is from the Finance industry, a key sector for our services. The Region of Europe is also a primary market for our firm. The Website dwell time of 4 minutes indicates a moderate level of interest, as it's longer than the average dwell time but not excessively long. The lead has made a Demo request, which is a clear indicator of high intent. Finally, the Email response of 'Looks interesting, could you send more info?' suggests a level of curiosity and engagement, further supporting the high intent classification.",True,,111,0.91,197,146,343
v4,1,4,meta-llama-3.1-8b-instruct,"{
""intent"": ""High Intent"",
""reasoning"": ""The lead's company size of 500 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The lead is from the Finance industry, a key sector for our services. The Region of Europe is also a primary market for our firm. The Website dwell time of 4 minutes indicates a moderate level of interest, as it's longer than the average dwell time but not excessively long. The lead has made a Demo request, which is a clear indicator of high intent. Finally, the Email response of 'Looks interesting, could you send more info?' suggests that the lead is actively seeking more information, further indicating high intent.""
}",High Intent,"The lead's company size of 500 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The lead is from the Finance industry, a key sector for our services. The Region of Europe is also a primary market for our firm. The Website dwell time of 4 minutes indicates a moderate level of interest, as it's longer than the average dwell time but not excessively long. The lead has made a Demo request, which is a clear indicator of high intent. Finally, the Email response of 'Looks interesting, could you send more info?' suggests that the lead is actively seeking more information, further indicating high intent.",True,,111,1.75,197,146,343
v4,1,5,meta-llama-3.1-8b-instruct,"{
""intent"": ""High Intent"",
""reasoning"": ""The lead's company size of 500 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The lead is from the Finance industry, a key sector for our services. The Region of Europe is also a primary market for our firm. The Website dwell time of 4 minutes indicates a moderate level of interest, as it's longer than the average dwell time but not excessively long. The lead has made a Demo request, which is a clear indicator of high intent. Finally, the Email response of 'Looks interesting, could you send more info?' suggests that the lead is actively seeking more information, further indicating high intent.""
}",High Intent,"The lead's company size of 500 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The lead is from the Finance industry, a key sector for our services. The Region of Europe is also a primary market for our firm. The Website dwell time of 4 minutes indicates a moderate level of interest, as it's longer than the average dwell time but not excessively long. The lead has made a Demo request, which is a clear indicator of high intent. Finally, the Email response of 'Looks interesting, could you send more info?' suggests that the lead is actively seeking more information, further indicating high intent.",True,,111,0.81,197,146,343
v4,14,1,meta-llama-3.1-8b-instruct,"{
""intent"": ""Low Intent"",
""reasoning"": ""The lead's company size is relatively small (5000 employees), which may indicate limited resources for implementing analytics platforms. Additionally, the industry (Manufacturing) and region (North America) do not provide strong indicators of high intent. Furthermore, the lead's engagement metrics, such as website dwell time (40 sec) and demo requests (1), suggest limited interest. The lack of email response also indicates a low level of engagement.""
}",Low Intent,"The lead's company size is relatively small (5000 employees), which may indicate limited resources for implementing analytics platforms. Additionally, the industry (Manufacturing) and region (North America) do not provide strong indicators of high intent. Furthermore, the lead's engagement metrics, such as website dwell time (40 sec) and demo requests (1), suggest limited interest. The lack of email response also indicates a low level of engagement.",True,,65,0.62,192,101,293
v4,14,2,meta-llama-3.1-8b-instruct,"{
""intent"": ""Low Intent"",
""reasoning"": ""The lead's company size is relatively small (5000 employees), and they are from the Manufacturing industry, which is not a primary target for our analytics platforms. Although they are from North America, a key market for us, their website dwell time is only 40 seconds, indicating a lack of interest. Additionally, they have only made one demo request, which is a low number compared to our average. Lastly, there was no response to our email, suggesting a lack of engagement. These factors collectively suggest a low intent level for this lead.""
}",Low Intent,"The lead's company size is relatively small (5000 employees), and they are from the Manufacturing industry, which is not a primary target for our analytics platforms. Although they are from North America, a key market for us, their website dwell time is only 40 seconds, indicating a lack of interest. Additionally, they have only made one demo request, which is a low number compared to our average. Lastly, there was no response to our email, suggesting a lack of engagement. These factors collectively suggest a low intent level for this lead.",True,,91,1.53,192,124,316
v4,14,3,meta-llama-3.1-8b-instruct,"{
""intent"": ""Low Intent"",
""reasoning"": ""The lead's company size is relatively small (5000 employees), and they are from the Manufacturing industry, which is not a primary target for our analytics platforms. Although they are from North America, a key market for us, their website dwell time is only 40 seconds, indicating a lack of interest. Additionally, they have only made one demo request, which is a low number compared to our average. Lastly, there was no response to our email, suggesting a lack of engagement. These factors collectively suggest a low intent level for this lead.""
}",Low Intent,"The lead's company size is relatively small (5000 employees), and they are from the Manufacturing industry, which is not a primary target for our analytics platforms. Although they are from North America, a key market for us, their website dwell time is only 40 seconds, indicating a lack of interest. Additionally, they have only made one demo request, which is a low number compared to our average. Lastly, there was no response to our email, suggesting a lack of engagement. These factors collectively suggest a low intent level for this lead.",True,,91,0.71,192,124,316
v4,14,4,meta-llama-3.1-8b-instruct,"{
""intent"": ""Low Intent"",
""reasoning"": ""The lead's company size is relatively small (5000 employees), and they are from the Manufacturing industry, which is not a primary target for our analytics platforms. Although they are from North America, a key market for us, their website dwell time is only 40 seconds, indicating a lack of interest. Additionally, they have only made one demo request, which is a low number compared to our average. Lastly, there was no email response, suggesting a lack of engagement. These factors collectively suggest a low intent lead.""
}",Low Intent,"The lead's company size is relatively small (5000 employees), and they are from the Manufacturing industry, which is not a primary target for our analytics platforms. Although they are from North America, a key market for us, their website dwell time is only 40 seconds, indicating a lack of interest. Additionally, they have only made one demo request, which is a low number compared to our average. Lastly, there was no email response, suggesting a lack of engagement. These factors collectively suggest a low intent lead.",True,,86,1.01,192,119,311
v4,14,5,meta-llama-3.1-8b-instruct,"{
""intent"": ""Low Intent"",
""reasoning"": ""The lead's company size is relatively small (5000 employees), and they are from the Manufacturing industry, which is not a primary target for our analytics platforms. Although they are from North America, a key market for us, their website dwell time is only 40 seconds, indicating a lack of interest. Additionally, they have only made one demo request, which is a low number compared to our average. Lastly, there was no response to our email, suggesting a lack of engagement. These factors collectively suggest a low intent level for this lead.""
}",Low Intent,"The lead's company size is relatively small (5000 employees), and they are from the Manufacturing industry, which is not a primary target for our analytics platforms. Although they are from North America, a key market for us, their website dwell time is only 40 seconds, indicating a lack of interest. Additionally, they have only made one demo request, which is a low number compared to our average. Lastly, there was no response to our email, suggesting a lack of engagement. These factors collectively suggest a low intent level for this lead.",True,,91,0.82,192,124,316
v4,27,1,meta-llama-3.1-8b-instruct,"{
""intent"": ""High Intent"",
""reasoning"": ""The lead's company size of 80 suggests a moderate to large organization, which is a good fit for our analytics platforms. The lead is from the Healthcare industry, a key sector for our solutions. The Middle East region is also a strategic area for us. The 7-minute website dwell time indicates engagement with our content. The 2 demo requests demonstrate interest in our products. The email response is very promising, indicating active evaluation of solutions like ours.""
}",High Intent,"The lead's company size of 80 suggests a moderate to large organization, which is a good fit for our analytics platforms. The lead is from the Healthcare industry, a key sector for our solutions. The Middle East region is also a strategic area for us. The 7-minute website dwell time indicates engagement with our content. The 2 demo requests demonstrate interest in our products. The email response is very promising, indicating active evaluation of solutions like ours.",True,,77,0.63,200,106,306
v4,27,2,meta-llama-3.1-8b-instruct,"{
""intent"": ""High Intent"",
""reasoning"": ""The lead's company size of 80 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The industry is Healthcare, a sector that often requires data-driven insights. The lead is from the Middle East, a region where our services are in demand. The website dwell time of 7 minutes indicates interest in our offerings. Additionally, the lead has requested 2 demos, which is a clear indication of their interest in our solutions. The email response from the lead is very promising, as it mentions active evaluation of solutions like ours. These factors collectively suggest a high intent from the lead.""
}",High Intent,"The lead's company size of 80 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The industry is Healthcare, a sector that often requires data-driven insights. The lead is from the Middle East, a region where our services are in demand. The website dwell time of 7 minutes indicates interest in our offerings. Additionally, the lead has requested 2 demos, which is a clear indication of their interest in our solutions. The email response from the lead is very promising, as it mentions active evaluation of solutions like ours. These factors collectively suggest a high intent from the lead.",True,,105,1.11,200,139,339
v4,27,3,meta-llama-3.1-8b-instruct,"{
""intent"": ""High Intent"",
""reasoning"": ""The lead's company size of 80 suggests a moderate to large organization, which is a good fit for our analytics platforms. The industry of Healthcare is also a key sector for our solutions. The lead is from the Middle East region, which is a strategic area for our firm. The website dwell time of 7 minutes indicates a high level of engagement, suggesting the lead is interested in our offerings. Additionally, the lead has requested 2 demos, which is a clear indication of their interest in our products. The email response from the lead is very promising, as it indicates they are actively evaluating solutions like ours. These factors collectively suggest a high intent level from the lead.""
}",High Intent,"The lead's company size of 80 suggests a moderate to large organization, which is a good fit for our analytics platforms. The industry of Healthcare is also a key sector for our solutions. The lead is from the Middle East region, which is a strategic area for our firm. The website dwell time of 7 minutes indicates a high level of engagement, suggesting the lead is interested in our offerings. Additionally, the lead has requested 2 demos, which is a clear indication of their interest in our products. The email response from the lead is very promising, as it indicates they are actively evaluating solutions like ours. These factors collectively suggest a high intent level from the lead.",True,,118,1.61,200,150,350
v4,27,4,meta-llama-3.1-8b-instruct,"{
""intent"": ""High Intent"",
""reasoning"": ""The lead's company size of 80 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The industry is Healthcare, a sector that often requires data-driven insights. The lead is from the Middle East, a region where our services are in demand. The website dwell time of 7 minutes indicates interest in our offerings. Additionally, the lead has requested 2 demos, which is a clear indication of their interest in our solutions. The email response from the lead is very promising, as it mentions active evaluation of solutions like ours. These factors collectively suggest a high intent from the lead.""
}",High Intent,"The lead's company size of 80 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The industry is Healthcare, a sector that often requires data-driven insights. The lead is from the Middle East, a region where our services are in demand. The website dwell time of 7 minutes indicates interest in our offerings. Additionally, the lead has requested 2 demos, which is a clear indication of their interest in our solutions. The email response from the lead is very promising, as it mentions active evaluation of solutions like ours. These factors collectively suggest a high intent from the lead.",True,,105,1.05,200,139,339
v4,27,5,meta-llama-3.1-8b-instruct,"{
""intent"": ""High Intent"",
""reasoning"": ""The lead's company size of 80 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The industry is Healthcare, a sector that often requires data-driven insights. The lead is from the Middle East, a region where our services are in demand. The website dwell time of 7 minutes indicates interest in our offerings. Additionally, the lead has requested 2 demos, which is a clear indication of their interest in our solutions. The email response from the lead is very promising, as it mentions active evaluation of solutions like ours. These factors collectively suggest a high intent from the lead.""
}",High Intent,"The lead's company size of 80 suggests a medium to large-sized organization, which is a good fit for our analytics platforms. The industry is Healthcare, a sector that often requires data-driven insights. The lead is from the Middle East, a region where our services are in demand. The website dwell time of 7 minutes indicates interest in our offerings. Additionally, the lead has requested 2 demos, which is a clear indication of their interest in our solutions. The email response from the lead is very promising, as it mentions active evaluation of solutions like ours. These factors collectively suggest a high intent from the lead.",True,,105,0.78,200,139,339
v5,1,1,meta-llama-3.1-8b-instruct,"{
  ""intent"": ""High Intent"",
  ""reasoning"": ""Company size (500) and industry (Finance) indicate a potential large-scale implementation, while website dwell time (4 min) and email response ('Looks interesting') suggest genuine interest in the product.""
}",High Intent,"Company size (500) and industry (Finance) indicate a potential large-scale implementation, while website dwell time (4 min) and email response ('Looks interesting') suggest genuine interest in the product.",True,,28,0.49,188,56,244
v5,1,2,meta-llama-3.1-8b-instruct,"{
  ""intent"": ""High Intent"",
  ""reasoning"": ""Company size is 500, indicating a medium to large organization, and the email response suggests genuine interest in the product, with a dwell time of 4 minutes on the website and a demo request.""
}",High Intent,"Company size is 500, indicating a medium to large organization, and the email response suggests genuine interest in the product, with a dwell time of 4 minutes on the website and a demo request.",True,,34,0.48,188,57,245
v5,1,3,meta-llama-3.1-8b-instruct,"{
  ""intent"": ""High Intent"",
  ""reasoning"": ""Company size is 500, indicating a medium to large organization, and the email response suggests genuine interest in the product, with a dwell time of 4 minutes on the website and a demo request.""
}",High Intent,"Company size is 500, indicating a medium to large organization, and the email response suggests genuine interest in the product, with a dwell time of 4 minutes on the website and a demo request.",True,,34,0.39,188,57,245
v5,1,4,meta-llama-3.1-8b-instruct,"{
  ""intent"": ""High Intent"",
  ""reasoning"": ""Company size (500) and industry (Finance) indicate a medium to large enterprise with potential for significant investment, while website dwell time (4 min) and email response ('Looks interesting') suggest genuine interest in our services.""
}",High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise with potential for significant investment, while website dwell time (4 min) and email response ('Looks interesting') suggest genuine interest in our services.",True,,34,0.41,188,61,249
v5,1,5,meta-llama-3.1-8b-instruct,"{
  ""intent"": ""High Intent"",
  ""reasoning"": ""Company size is 500, indicating a medium to large organization, and the email response suggests genuine interest in the product, with a dwell time of 4 minutes on the website and a demo request.""
}",High Intent,"Company size is 500, indicating a medium to large organization, and the email response suggests genuine interest in the product, with a dwell time of 4 minutes on the website and a demo request.",True,,34,0.51,188,57,245
v5,14,1,meta-llama-3.1-8b-instruct,"{
  ""intent"": ""Low Intent"",
  ""reasoning"": ""Company size is large (5000), but website dwell time is short (40 sec) and there was no email response, indicating a lack of strong engagement signals.""
}",Low Intent,"Company size is large (5000), but website dwell time is short (40 sec) and there was no email response, indicating a lack of strong engagement signals.",True,,26,0.35,184,50,234
v5,14,2,meta-llama-3.1-8b-instruct,"{
  ""intent"": ""Low Intent"",
  ""reasoning"": ""Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating low engagement and purchase intent.""
}",Low Intent,"Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating low engagement and purchase intent.",True,,25,0.36,184,49,233
v5,14,3,meta-llama-3.1-8b-instruct,"{
  ""intent"": ""Low Intent"",
  ""reasoning"": ""Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating low engagement and purchase intent.""
}",Low Intent,"Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating low engagement and purchase intent.",True,,25,1.23,184,49,233
v5,14,4,meta-llama-3.1-8b-instruct,"{
  ""intent"": ""Low Intent"",
  ""reasoning"": ""Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating low engagement and purchase intent.""
}",Low Intent,"Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating low engagement and purchase intent.",True,,25,0.94,184,49,233
v5,14,5,meta-llama-3.1-8b-instruct,"{
  ""intent"": ""Low Intent"",
  ""reasoning"": ""Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating low engagement and purchase intent.""
}",Low Intent,"Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating low engagement and purchase intent.",True,,25,0.34,184,49,233
v5,27,1,meta-llama-3.1-8b-instruct,"{
  ""intent"": ""High Intent"",
  ""reasoning"": ""Company size (80) indicates a medium to large organization, which is a potential fit for our solutions. Industry (Healthcare) is a key sector for our expertise. Region (Middle East) is a target market. Website dwell time (7 min) suggests engagement. Demo requests (2) and a very promising email response indicate active evaluation.""
}",High Intent,"Company size (80) indicates a medium to large organization, which is a potential fit for our solutions. Industry (Healthcare) is a key sector for our expertise. Region (Middle East) is a target market. Website dwell time (7 min) suggests engagement. Demo requests (2) and a very promising email response indicate active evaluation.",True,,52,2.1,191,86,277
v5,27,2,meta-llama-3.1-8b-instruct,"{
  ""intent"": ""High Intent"",
  ""reasoning"": ""Company size (80) indicates a medium to large organization, and the industry (Healthcare) is a key target for our services. The region (Middle East) is also a focus area. The website dwell time (7 min) suggests engagement, and the demo requests (2) indicate interest. The email response is very promising, indicating a high level of consideration for our solution.""
}",High Intent,"Company size (80) indicates a medium to large organization, and the industry (Healthcare) is a key target for our services. The region (Middle East) is also a focus area. The website dwell time (7 min) suggests engagement, and the demo requests (2) indicate interest. The email response is very promising, indicating a high level of consideration for our solution.",True,,59,1.53,191,94,285
v5,27,3,meta-llama-3.1-8b-instruct,"{
  ""intent"": ""High Intent"",
  ""reasoning"": ""Company size (80) indicates a medium to large organization, and the industry (Healthcare) is a key target for our services. The region (Middle East) is also a strategic area for expansion. The website dwell time (7 min) suggests engagement, and the two demo requests indicate interest. The email response is very promising, indicating a high level of consideration for our solution.""
}",High Intent,"Company size (80) indicates a medium to large organization, and the industry (Healthcare) is a key target for our services. The region (Middle East) is also a strategic area for expansion. The website dwell time (7 min) suggests engagement, and the two demo requests indicate interest. The email response is very promising, indicating a high level of consideration for our solution.",True,,61,0.64,191,94,285
v5,27,4,meta-llama-3.1-8b-instruct,"{
  ""intent"": ""High Intent"",
  ""reasoning"": ""Company size (80) indicates a medium to large organization, and the industry (Healthcare) is a key target for our services. The region (Middle East) is also a strategic area for expansion. The website dwell time (7 min) suggests engagement, and the two demo requests indicate interest. The email response is very promising, indicating a high level of consideration for our solution.""
}",High Intent,"Company size (80) indicates a medium to large organization, and the industry (Healthcare) is a key target for our services. The region (Middle East) is also a strategic area for expansion. The website dwell time (7 min) suggests engagement, and the two demo requests indicate interest. The email response is very promising, indicating a high level of consideration for our solution.",True,,61,0.7,191,94,285
v5,27,5,meta-llama-3.1-8b-instruct,"{
  ""intent"": ""High Intent"",
  ""reasoning"": ""Company size (80) indicates a medium to large organization, and the industry (Healthcare) is a key target for our services. The region (Middle East) is also a strategic area for expansion. The website dwell time (7 min) suggests engagement, and the two demo requests indicate interest. The email response is very promising, indicating a high level of consideration for our solution.""
}",High Intent,"Company size (80) indicates a medium to large organization, and the industry (Healthcare) is a key target for our services. The region (Middle East) is also a strategic area for expansion. The website dwell time (7 min) suggests engagement, and the two demo requests indicate interest. The email response is very promising, indicating a high level of consideration for our solution.",True,,61,1.13,191,94,285
